year,month,offense,crimes,clearances,rate,month_num
2022,Jan,Identity Theft,1,NA,0.7799999999999999,1
2022,Feb,Identity Theft,3,NA,2.3499999999999996,2
2022,Mar,Identity Theft,9,NA,7.04,3
2022,Apr,Identity Theft,5,NA,3.91,4
2022,May,Identity Theft,6,1,4.6899999999999995,5
2022,Jun,Identity Theft,7,NA,5.470000000000001,6
2022,Jul,Identity Theft,2,NA,1.56,7
2022,Aug,Identity Theft,8,NA,6.26,8
2022,Sep,Identity Theft,7,1,5.470000000000001,9
2022,Oct,Identity Theft,7,NA,5.470000000000001,10
2022,Nov,Identity Theft,6,1,4.6899999999999995,11
2022,Dec,Identity Theft,1,NA,0.7799999999999999,12
2023,Jan,Identity Theft,3,NA,2.3099999999999996,1
2023,Feb,Identity Theft,7,NA,5.4,2
2023,Mar,Identity Theft,5,NA,3.86,3
2023,Apr,Identity Theft,4,1,3.09,4
2023,May,Identity Theft,3,1,2.3099999999999996,5
2023,Jun,Identity Theft,5,NA,3.86,6
2023,Jul,Identity Theft,4,NA,3.09,7
2023,Aug,Identity Theft,4,NA,3.09,8
2023,Sep,Identity Theft,7,NA,5.4,9
2023,Oct,Identity Theft,4,NA,3.09,10
2023,Nov,Identity Theft,2,NA,1.54,11
2023,Dec,Identity Theft,1,NA,0.77,12
2024,Jan,Identity Theft,3,NA,2.3099999999999996,1
2024,Feb,Identity Theft,3,NA,2.3099999999999996,2
2024,Mar,Identity Theft,5,NA,3.86,3
2024,Apr,Identity Theft,6,NA,4.63,4
2024,May,Identity Theft,2,NA,1.54,5
2024,Jun,Identity Theft,3,NA,2.3099999999999996,6
2024,Jul,Identity Theft,2,NA,1.54,7
2024,Aug,Identity Theft,2,NA,1.54,8
2024,Sep,Identity Theft,3,NA,2.3099999999999996,9
2024,Oct,Identity Theft,5,1,3.86,10
2024,Nov,Identity Theft,7,1,5.4,11
2024,Dec,Identity Theft,13,NA,10.03,12
2025,Jan,Identity Theft,5,1,3.86,1
2025,Feb,Identity Theft,3,NA,2.3099999999999996,2
2025,Mar,Identity Theft,9,NA,6.94,3
2025,Apr,Identity Theft,5,NA,3.86,4
2025,May,Identity Theft,1,NA,0.77,5
2025,Jun,Identity Theft,4,NA,3.09,6
2025,Jul,Identity Theft,3,NA,2.3099999999999996,7
2025,Aug,Identity Theft,1,NA,0.77,8
2025,Sep,Identity Theft,NA,NA,NA,9
2021,Jan,Hacking/Computer Invasion,NA,NA,NA,1
2021,Feb,Hacking/Computer Invasion,NA,NA,NA,2
2021,Mar,Hacking/Computer Invasion,NA,NA,NA,3
2021,Apr,Hacking/Computer Invasion,NA,NA,NA,4
2021,May,Hacking/Computer Invasion,NA,NA,NA,5
2021,Jun,Hacking/Computer Invasion,NA,NA,NA,6
2021,Jul,Hacking/Computer Invasion,1,NA,0.7899999999999999,7
2021,Aug,Hacking/Computer Invasion,NA,NA,NA,8
2021,Sep,Hacking/Computer Invasion,NA,NA,NA,9
2021,Oct,Hacking/Computer Invasion,NA,NA,NA,10
2021,Nov,Hacking/Computer Invasion,NA,NA,NA,11
2021,Dec,Hacking/Computer Invasion,NA,NA,NA,12
2022,Jan,Hacking/Computer Invasion,NA,NA,NA,1
2022,Feb,Hacking/Computer Invasion,NA,NA,NA,2
2022,Mar,Hacking/Computer Invasion,NA,NA,NA,3
2022,Apr,Hacking/Computer Invasion,NA,NA,NA,4
2022,May,Hacking/Computer Invasion,1,NA,0.7799999999999999,5
2022,Jun,Hacking/Computer Invasion,NA,NA,NA,6
2022,Jul,Hacking/Computer Invasion,NA,NA,NA,7
2022,Aug,Hacking/Computer Invasion,1,NA,0.7799999999999999,8
2022,Sep,Hacking/Computer Invasion,1,NA,0.7799999999999999,9
2022,Oct,Hacking/Computer Invasion,NA,NA,NA,10
2022,Nov,Hacking/Computer Invasion,NA,NA,NA,11
2022,Dec,Hacking/Computer Invasion,NA,NA,NA,12
2023,Jan,Hacking/Computer Invasion,NA,NA,NA,1
2023,Feb,Hacking/Computer Invasion,NA,NA,NA,2
2023,Mar,Hacking/Computer Invasion,NA,NA,NA,3
2023,Apr,Hacking/Computer Invasion,1,NA,0.77,4
2023,May,Hacking/Computer Invasion,NA,NA,NA,5
2023,Jun,Hacking/Computer Invasion,NA,NA,NA,6
2023,Jul,Hacking/Computer Invasion,NA,NA,NA,7
2023,Aug,Hacking/Computer Invasion,1,NA,0.77,8
2023,Sep,Hacking/Computer Invasion,NA,NA,NA,9
2023,Oct,Hacking/Computer Invasion,NA,NA,NA,10
2023,Nov,Hacking/Computer Invasion,NA,NA,NA,11
2023,Dec,Hacking/Computer Invasion,1,NA,0.77,12
2024,Jan,Hacking/Computer Invasion,NA,NA,NA,1
2024,Feb,Hacking/Computer Invasion,NA,NA,NA,2
2024,Mar,Hacking/Computer Invasion,NA,NA,NA,3
2024,Apr,Hacking/Computer Invasion,NA,NA,NA,4
2024,May,Hacking/Computer Invasion,1,NA,0.77,5
2024,Jun,Hacking/Computer Invasion,NA,NA,NA,6
2024,Jul,Hacking/Computer Invasion,NA,NA,NA,7
2024,Aug,Hacking/Computer Invasion,NA,NA,NA,8
2024,Sep,Hacking/Computer Invasion,NA,NA,NA,9
2024,Oct,Hacking/Computer Invasion,NA,NA,NA,10
2024,Nov,Hacking/Computer Invasion,1,NA,0.77,11
2024,Dec,Hacking/Computer Invasion,1,NA,0.77,12
2025,Jan,Hacking/Computer Invasion,NA,NA,NA,1
2025,Feb,Hacking/Computer Invasion,1,NA,0.77,2
2025,Mar,Hacking/Computer Invasion,2,1,1.54,3
2025,Apr,Hacking/Computer Invasion,NA,NA,NA,4
2025,May,Hacking/Computer Invasion,NA,NA,NA,5
2025,Jun,Hacking/Computer Invasion,1,NA,0.77,6
2025,Jul,Hacking/Computer Invasion,NA,NA,NA,7
2025,Aug,Hacking/Computer Invasion,NA,NA,NA,8
2025,Sep,Hacking/Computer Invasion,NA,NA,NA,9
2021,Jan,Robbery,3,1,2.3699999999999997,1
2021,Feb,Robbery,6,3,4.75,2
2021,Mar,Robbery,5,2,3.96,3
2021,Apr,Robbery,6,3,4.75,4
2021,May,Robbery,4,NA,3.16,5
2021,Jun,Robbery,2,NA,1.58,6
2021,Jul,Robbery,4,1,3.16,7
2021,Aug,Robbery,4,2,3.16,8
2021,Sep,Robbery,4,NA,3.16,9
2021,Oct,Robbery,6,1,4.75,10
2021,Nov,Robbery,5,1,3.96,11
2021,Dec,Robbery,2,1,1.58,12
2022,Jan,Robbery,4,3,3.13,1
2022,Feb,Robbery,5,NA,3.91,2
2022,Mar,Robbery,3,1,2.3499999999999996,3
2022,Apr,Robbery,4,2,3.13,4
2022,May,Robbery,7,NA,5.470000000000001,5
2022,Jun,Robbery,5,2,3.91,6
2022,Jul,Robbery,9,3,7.04,7
2022,Aug,Robbery,7,4,5.470000000000001,8
2022,Sep,Robbery,3,1,2.3499999999999996,9
2022,Oct,Robbery,8,3,6.26,10
2022,Nov,Robbery,8,3,6.26,11
2022,Dec,Robbery,2,1,1.56,12
2023,Jan,Robbery,5,4,3.86,1
2023,Feb,Robbery,3,1,2.3099999999999996,2
2023,Mar,Robbery,1,1,0.77,3
2023,Apr,Robbery,6,3,4.63,4
2023,May,Robbery,6,2,4.63,5
2023,Jun,Robbery,5,2,3.86,6
2023,Jul,Robbery,3,2,2.3099999999999996,7
2023,Aug,Robbery,4,1,3.09,8
2023,Sep,Robbery,2,NA,1.54,9
2023,Oct,Robbery,3,NA,2.3099999999999996,10
2023,Nov,Robbery,3,1,2.3099999999999996,11
2023,Dec,Robbery,3,1,2.3099999999999996,12
2024,Jan,Robbery,6,2,4.63,1
2024,Feb,Robbery,5,3,3.86,2
2024,Mar,Robbery,6,2,4.63,3
2024,Apr,Robbery,8,5,6.17,4
2024,May,Robbery,2,NA,1.54,5
2024,Jun,Robbery,3,2,2.3099999999999996,6
2024,Jul,Robbery,6,2,4.63,7
2024,Aug,Robbery,3,2,2.3099999999999996,8
2024,Sep,Robbery,2,NA,1.54,9
2024,Oct,Robbery,3,1,2.3099999999999996,10
2024,Nov,Robbery,4,1,3.09,11
2024,Dec,Robbery,4,2,3.09,12
2025,Jan,Robbery,3,3,2.3099999999999996,1
2025,Feb,Robbery,NA,NA,NA,2
2025,Mar,Robbery,4,1,3.09,3
2025,Apr,Robbery,2,1,1.54,4
2025,May,Robbery,3,2,2.3099999999999996,5
2025,Jun,Robbery,9,5,6.94,6
2025,Jul,Robbery,3,1,2.3099999999999996,7
2025,Aug,Robbery,NA,NA,NA,8
2025,Sep,Robbery,NA,NA,NA,9
2021,Jan,Pocket-picking,NA,NA,NA,1
2021,Feb,Pocket-picking,NA,NA,NA,2
2021,Mar,Pocket-picking,NA,NA,NA,3
2021,Apr,Pocket-picking,1,NA,0.7899999999999999,4
2021,May,Pocket-picking,NA,NA,NA,5
2021,Jun,Pocket-picking,1,NA,0.7899999999999999,6
2021,Jul,Pocket-picking,2,NA,1.58,7
2021,Aug,Pocket-picking,NA,NA,NA,8
2021,Sep,Pocket-picking,1,NA,0.7899999999999999,9
2021,Oct,Pocket-picking,1,NA,0.7899999999999999,10
2021,Nov,Pocket-picking,NA,NA,NA,11
2021,Dec,Pocket-picking,NA,NA,NA,12
2022,Jan,Pocket-picking,NA,NA,NA,1
2022,Feb,Pocket-picking,NA,NA,NA,2
2022,Mar,Pocket-picking,NA,NA,NA,3
2022,Apr,Pocket-picking,NA,NA,NA,4
2022,May,Pocket-picking,1,NA,0.7799999999999999,5
2022,Jun,Pocket-picking,NA,NA,NA,6
2022,Jul,Pocket-picking,1,NA,0.7799999999999999,7
2022,Aug,Pocket-picking,1,NA,0.7799999999999999,8
2022,Sep,Pocket-picking,1,NA,0.7799999999999999,9
2022,Oct,Pocket-picking,NA,NA,NA,10
2022,Nov,Pocket-picking,NA,NA,NA,11
2022,Dec,Pocket-picking,NA,NA,NA,12
2023,Jan,Pocket-picking,NA,NA,NA,1
2023,Feb,Pocket-picking,NA,NA,NA,2
2023,Mar,Pocket-picking,NA,NA,NA,3
2023,Apr,Pocket-picking,1,NA,0.77,4
2023,May,Pocket-picking,NA,NA,NA,5
2023,Jun,Pocket-picking,2,NA,1.54,6
2023,Jul,Pocket-picking,1,NA,0.77,7
2023,Aug,Pocket-picking,NA,NA,NA,8
2023,Sep,Pocket-picking,NA,NA,NA,9
2023,Oct,Pocket-picking,1,NA,0.77,10
2023,Nov,Pocket-picking,NA,NA,NA,11
2023,Dec,Pocket-picking,NA,NA,NA,12
2024,Jan,Pocket-picking,NA,NA,NA,1
2024,Feb,Pocket-picking,NA,NA,NA,2
2024,Mar,Pocket-picking,NA,NA,NA,3
2024,Apr,Pocket-picking,NA,NA,NA,4
2024,May,Pocket-picking,NA,NA,NA,5
2024,Jun,Pocket-picking,NA,NA,NA,6
2024,Jul,Pocket-picking,1,NA,0.77,7
2024,Aug,Pocket-picking,NA,NA,NA,8
2024,Sep,Pocket-picking,NA,NA,NA,9
2024,Oct,Pocket-picking,1,NA,0.77,10
2024,Nov,Pocket-picking,1,NA,0.77,11
2024,Dec,Pocket-picking,NA,NA,NA,12
2025,Jan,Pocket-picking,1,NA,0.77,1
2025,Feb,Pocket-picking,NA,NA,NA,2
2025,Mar,Pocket-picking,NA,NA,NA,3
2025,Apr,Pocket-picking,NA,NA,NA,4
2025,May,Pocket-picking,NA,NA,NA,5
2025,Jun,Pocket-picking,NA,NA,NA,6
2025,Jul,Pocket-picking,NA,NA,NA,7
2025,Aug,Pocket-picking,NA,NA,NA,8
2025,Sep,Pocket-picking,NA,NA,NA,9
2021,Jan,Purse-snatching,NA,NA,NA,1
2021,Feb,Purse-snatching,1,NA,0.7899999999999999,2
2021,Mar,Purse-snatching,NA,NA,NA,3
2021,Apr,Purse-snatching,NA,NA,NA,4
2021,May,Purse-snatching,NA,NA,NA,5
2021,Jun,Purse-snatching,NA,NA,NA,6
2021,Jul,Purse-snatching,NA,NA,NA,7
2021,Aug,Purse-snatching,NA,NA,NA,8
2021,Sep,Purse-snatching,1,1,0.7899999999999999,9
2021,Oct,Purse-snatching,NA,NA,NA,10
2021,Nov,Purse-snatching,1,NA,0.7899999999999999,11
2021,Dec,Purse-snatching,1,NA,0.7899999999999999,12
2022,Jan,Purse-snatching,NA,NA,NA,1
2022,Feb,Purse-snatching,1,1,0.7799999999999999,2
2022,Mar,Purse-snatching,NA,NA,NA,3
2022,Apr,Purse-snatching,NA,NA,NA,4
2022,May,Purse-snatching,NA,NA,NA,5
2022,Jun,Purse-snatching,NA,NA,NA,6
2022,Jul,Purse-snatching,1,1,0.7799999999999999,7
2022,Aug,Purse-snatching,1,NA,0.7799999999999999,8
2022,Sep,Purse-snatching,NA,NA,NA,9
2022,Oct,Purse-snatching,2,NA,1.56,10
2022,Nov,Purse-snatching,NA,NA,NA,11
2022,Dec,Purse-snatching,NA,NA,NA,12
2023,Jan,Purse-snatching,NA,NA,NA,1
2023,Feb,Purse-snatching,NA,NA,NA,2
2023,Mar,Purse-snatching,NA,NA,NA,3
2023,Apr,Purse-snatching,NA,NA,NA,4
2023,May,Purse-snatching,1,NA,0.77,5
2023,Jun,Purse-snatching,2,1,1.54,6
2023,Jul,Purse-snatching,NA,NA,NA,7
2023,Aug,Purse-snatching,NA,NA,NA,8
2023,Sep,Purse-snatching,NA,NA,NA,9
2023,Oct,Purse-snatching,NA,NA,NA,10
2023,Nov,Purse-snatching,NA,NA,NA,11
2023,Dec,Purse-snatching,NA,NA,NA,12
2024,Jan,Purse-snatching,NA,NA,NA,1
2024,Feb,Purse-snatching,NA,NA,NA,2
2024,Mar,Purse-snatching,NA,NA,NA,3
2024,Apr,Purse-snatching,1,1,0.77,4
2024,May,Purse-snatching,NA,NA,NA,5
2024,Jun,Purse-snatching,1,NA,0.77,6
2024,Jul,Purse-snatching,NA,NA,NA,7
2024,Aug,Purse-snatching,2,NA,1.54,8
2024,Sep,Purse-snatching,NA,NA,NA,9
2024,Oct,Purse-snatching,1,NA,0.77,10
2024,Nov,Purse-snatching,1,NA,0.77,11
2024,Dec,Purse-snatching,2,NA,1.54,12
2025,Jan,Purse-snatching,NA,NA,NA,1
2025,Feb,Purse-snatching,NA,NA,NA,2
2025,Mar,Purse-snatching,NA,NA,NA,3
2025,Apr,Purse-snatching,NA,NA,NA,4
2025,May,Purse-snatching,NA,NA,NA,5
2025,Jun,Purse-snatching,NA,NA,NA,6
2025,Jul,Purse-snatching,NA,NA,NA,7
2025,Aug,Purse-snatching,NA,NA,NA,8
2025,Sep,Purse-snatching,NA,NA,NA,9
2021,Jan,Shoplifting,33,9,26.1,1
2021,Feb,Shoplifting,27,5,21.36,2
2021,Mar,Shoplifting,40,16,31.64,3
2021,Apr,Shoplifting,22,3,17.4,4
2021,May,Shoplifting,22,3,17.4,5
2021,Jun,Shoplifting,32,7,25.31,6
2021,Jul,Shoplifting,27,7,21.36,7
2021,Aug,Shoplifting,37,12,29.27,8
2021,Sep,Shoplifting,32,9,25.31,9
2021,Oct,Shoplifting,39,15,30.85,10
2021,Nov,Shoplifting,31,9,24.52,11
2021,Dec,Shoplifting,36,10,28.479999999999997,12
2022,Jan,Shoplifting,33,9,25.81,1
2022,Feb,Shoplifting,26,5,20.33,2
2022,Mar,Shoplifting,35,7,27.37,3
2022,Apr,Shoplifting,39,14,30.5,4
2022,May,Shoplifting,41,12,32.07,5
2022,Jun,Shoplifting,40,17,31.28,6
2022,Jul,Shoplifting,42,12,32.849999999999994,7
2022,Aug,Shoplifting,35,10,27.37,8
2022,Sep,Shoplifting,27,8,21.12,9
2022,Oct,Shoplifting,28,7,21.9,10
2022,Nov,Shoplifting,38,9,29.72,11
2022,Dec,Shoplifting,26,2,20.33,12
2023,Jan,Shoplifting,44,13,33.949999999999996,1
2023,Feb,Shoplifting,22,10,16.979999999999997,2
2023,Mar,Shoplifting,30,13,23.15,3
2023,Apr,Shoplifting,39,7,30.09,4
2023,May,Shoplifting,34,8,26.23,5
2023,Jun,Shoplifting,32,12,24.69,6
2023,Jul,Shoplifting,36,10,27.78,7
2023,Aug,Shoplifting,41,11,31.64,8
2023,Sep,Shoplifting,38,11,29.32,9
2023,Oct,Shoplifting,42,10,32.41,10
2023,Nov,Shoplifting,35,8,27.01,11
2023,Dec,Shoplifting,35,9,27.01,12
2024,Jan,Shoplifting,37,10,28.55,1
2024,Feb,Shoplifting,33,11,25.459999999999997,2
2024,Mar,Shoplifting,47,12,36.260000000000005,3
2024,Apr,Shoplifting,56,12,43.21,4
2024,May,Shoplifting,42,10,32.41,5
2024,Jun,Shoplifting,33,11,25.459999999999997,6
2024,Jul,Shoplifting,46,13,35.49,7
2024,Aug,Shoplifting,46,13,35.49,8
2024,Sep,Shoplifting,43,11,33.18,9
2024,Oct,Shoplifting,44,18,33.949999999999996,10
2024,Nov,Shoplifting,45,9,34.720000000000006,11
2024,Dec,Shoplifting,57,21,43.98,12
2025,Jan,Shoplifting,42,14,32.41,1
2025,Feb,Shoplifting,43,14,33.18,2
2025,Mar,Shoplifting,49,13,37.809999999999995,3
2025,Apr,Shoplifting,58,20,44.75,4
2025,May,Shoplifting,65,23,50.15,5
2025,Jun,Shoplifting,60,19,46.3,6
2025,Jul,Shoplifting,44,12,33.949999999999996,7
2025,Aug,Shoplifting,9,2,6.94,8
2025,Sep,Shoplifting,NA,NA,NA,9
2021,Jan,Theft From Building,42,4,33.220000000000006,1
2021,Feb,Theft From Building,17,6,13.45,2
2021,Mar,Theft From Building,21,3,16.610000000000003,3
2021,Apr,Theft From Building,22,1,17.4,4
2021,May,Theft From Building,29,3,22.94,5
2021,Jun,Theft From Building,24,4,18.979999999999997,6
2021,Jul,Theft From Building,41,7,32.43,7
2021,Aug,Theft From Building,41,3,32.43,8
2021,Sep,Theft From Building,33,4,26.1,9
2021,Oct,Theft From Building,31,4,24.52,10
2021,Nov,Theft From Building,31,5,24.52,11
2021,Dec,Theft From Building,35,3,27.69,12
2022,Jan,Theft From Building,25,5,19.55,1
2022,Feb,Theft From Building,25,2,19.55,2
2022,Mar,Theft From Building,50,8,39.1,3
2022,Apr,Theft From Building,32,3,25.03,4
2022,May,Theft From Building,33,3,25.81,5
2022,Jun,Theft From Building,38,5,29.72,6
2022,Jul,Theft From Building,38,9,29.72,7
2022,Aug,Theft From Building,31,2,24.24,8
2022,Sep,Theft From Building,30,1,23.459999999999997,9
2022,Oct,Theft From Building,27,10,21.12,10
2022,Nov,Theft From Building,22,3,17.21,11
2022,Dec,Theft From Building,24,1,18.77,12
2023,Jan,Theft From Building,40,8,30.86,1
2023,Feb,Theft From Building,29,6,22.38,2
2023,Mar,Theft From Building,29,2,22.38,3
2023,Apr,Theft From Building,23,1,17.75,4
2023,May,Theft From Building,36,NA,27.78,5
2023,Jun,Theft From Building,22,1,16.979999999999997,6
2023,Jul,Theft From Building,34,3,26.23,7
2023,Aug,Theft From Building,38,3,29.32,8
2023,Sep,Theft From Building,40,4,30.86,9
2023,Oct,Theft From Building,38,7,29.32,10
2023,Nov,Theft From Building,26,4,20.06,11
2023,Dec,Theft From Building,32,4,24.69,12
2024,Jan,Theft From Building,18,3,13.89,1
2024,Feb,Theft From Building,31,5,23.92,2
2024,Mar,Theft From Building,19,2,14.66,3
2024,Apr,Theft From Building,27,4,20.83,4
2024,May,Theft From Building,25,4,19.29,5
2024,Jun,Theft From Building,28,5,21.6,6
2024,Jul,Theft From Building,26,2,20.06,7
2024,Aug,Theft From Building,35,2,27.01,8
2024,Sep,Theft From Building,18,3,13.89,9
2024,Oct,Theft From Building,19,4,14.66,10
2024,Nov,Theft From Building,24,1,18.52,11
2024,Dec,Theft From Building,30,3,23.15,12
2025,Jan,Theft From Building,15,NA,11.57,1
2025,Feb,Theft From Building,19,3,14.66,2
2025,Mar,Theft From Building,28,6,21.6,3
2025,Apr,Theft From Building,11,1,8.49,4
2025,May,Theft From Building,26,2,20.06,5
2025,Jun,Theft From Building,16,4,12.35,6
2025,Jul,Theft From Building,11,NA,8.49,7
2025,Aug,Theft From Building,4,NA,3.09,8
2025,Sep,Theft From Building,NA,NA,NA,9
2021,Jan,Theft From Coin Operated Machine or Device,1,NA,0.7899999999999999,1
2021,Feb,Theft From Coin Operated Machine or Device,NA,NA,NA,2
2021,Mar,Theft From Coin Operated Machine or Device,1,NA,0.7899999999999999,3
2021,Apr,Theft From Coin Operated Machine or Device,2,NA,1.58,4
2021,May,Theft From Coin Operated Machine or Device,NA,NA,NA,5
2021,Jun,Theft From Coin Operated Machine or Device,NA,NA,NA,6
2021,Jul,Theft From Coin Operated Machine or Device,NA,NA,NA,7
2021,Aug,Theft From Coin Operated Machine or Device,2,NA,1.58,8
2021,Sep,Theft From Coin Operated Machine or Device,NA,NA,NA,9
2021,Oct,Theft From Coin Operated Machine or Device,NA,NA,NA,10
2021,Nov,Theft From Coin Operated Machine or Device,1,1,0.7899999999999999,11
2021,Dec,Theft From Coin Operated Machine or Device,NA,NA,NA,12
2022,Jan,Theft From Coin Operated Machine or Device,NA,NA,NA,1
2022,Feb,Theft From Coin Operated Machine or Device,1,NA,0.7799999999999999,2
2022,Mar,Theft From Coin Operated Machine or Device,NA,NA,NA,3
2022,Apr,Theft From Coin Operated Machine or Device,NA,NA,NA,4
2022,May,Theft From Coin Operated Machine or Device,NA,NA,NA,5
2022,Jun,Theft From Coin Operated Machine or Device,NA,NA,NA,6
2022,Jul,Theft From Coin Operated Machine or Device,NA,NA,NA,7
2022,Aug,Theft From Coin Operated Machine or Device,NA,NA,NA,8
2022,Sep,Theft From Coin Operated Machine or Device,NA,NA,NA,9
2022,Oct,Theft From Coin Operated Machine or Device,NA,NA,NA,10
2022,Nov,Theft From Coin Operated Machine or Device,NA,NA,NA,11
2022,Dec,Theft From Coin Operated Machine or Device,NA,NA,NA,12
2023,Jan,Theft From Coin Operated Machine or Device,NA,NA,NA,1
2023,Feb,Theft From Coin Operated Machine or Device,NA,NA,NA,2
2023,Mar,Theft From Coin Operated Machine or Device,1,NA,0.77,3
2023,Apr,Theft From Coin Operated Machine or Device,1,NA,0.77,4
2023,May,Theft From Coin Operated Machine or Device,NA,NA,NA,5
2023,Jun,Theft From Coin Operated Machine or Device,NA,NA,NA,6
2023,Jul,Theft From Coin Operated Machine or Device,NA,NA,NA,7
2023,Aug,Theft From Coin Operated Machine or Device,NA,NA,NA,8
2023,Sep,Theft From Coin Operated Machine or Device,NA,NA,NA,9
2023,Oct,Theft From Coin Operated Machine or Device,NA,NA,NA,10
2023,Nov,Theft From Coin Operated Machine or Device,NA,NA,NA,11
2023,Dec,Theft From Coin Operated Machine or Device,NA,NA,NA,12
2024,Jan,Theft From Coin Operated Machine or Device,NA,NA,NA,1
2024,Feb,Theft From Coin Operated Machine or Device,NA,NA,NA,2
2024,Mar,Theft From Coin Operated Machine or Device,NA,NA,NA,3
2024,Apr,Theft From Coin Operated Machine or Device,NA,NA,NA,4
2024,May,Theft From Coin Operated Machine or Device,NA,NA,NA,5
2024,Jun,Theft From Coin Operated Machine or Device,NA,NA,NA,6
2024,Jul,Theft From Coin Operated Machine or Device,NA,NA,NA,7
2024,Aug,Theft From Coin Operated Machine or Device,NA,NA,NA,8
2024,Sep,Theft From Coin Operated Machine or Device,NA,NA,NA,9
2024,Oct,Theft From Coin Operated Machine or Device,NA,NA,NA,10
2024,Nov,Theft From Coin Operated Machine or Device,NA,NA,NA,11
2024,Dec,Theft From Coin Operated Machine or Device,1,NA,0.77,12
2025,Jan,Theft From Coin Operated Machine or Device,NA,NA,NA,1
2025,Feb,Theft From Coin Operated Machine or Device,NA,NA,NA,2
2025,Mar,Theft From Coin Operated Machine or Device,NA,NA,NA,3
2025,Apr,Theft From Coin Operated Machine or Device,NA,NA,NA,4
2025,May,Theft From Coin Operated Machine or Device,1,NA,0.77,5
2025,Jun,Theft From Coin Operated Machine or Device,NA,NA,NA,6
2025,Jul,Theft From Coin Operated Machine or Device,NA,NA,NA,7
2025,Aug,Theft From Coin Operated Machine or Device,NA,NA,NA,8
2025,Sep,Theft From Coin Operated Machine or Device,NA,NA,NA,9
2021,Jan,Theft From Motor Vehicle,93,5,73.57,1
2021,Feb,Theft From Motor Vehicle,26,2,20.57,2
2021,Mar,Theft From Motor Vehicle,27,2,21.36,3
2021,Apr,Theft From Motor Vehicle,24,1,18.979999999999997,4
2021,May,Theft From Motor Vehicle,40,2,31.64,5
2021,Jun,Theft From Motor Vehicle,65,1,51.42,6
2021,Jul,Theft From Motor Vehicle,91,6,71.98,7
2021,Aug,Theft From Motor Vehicle,101,6,79.89,8
2021,Sep,Theft From Motor Vehicle,71,6,56.16,9
2021,Oct,Theft From Motor Vehicle,96,1,75.94000000000001,10
2021,Nov,Theft From Motor Vehicle,67,4,53,11
2021,Dec,Theft From Motor Vehicle,54,3,42.720000000000006,12
2022,Jan,Theft From Motor Vehicle,36,2,28.16,1
2022,Feb,Theft From Motor Vehicle,39,4,30.5,2
2022,Mar,Theft From Motor Vehicle,77,3,60.220000000000006,3
2022,Apr,Theft From Motor Vehicle,50,1,39.1,4
2022,May,Theft From Motor Vehicle,68,11,53.18,5
2022,Jun,Theft From Motor Vehicle,81,4,63.349999999999994,6
2022,Jul,Theft From Motor Vehicle,108,4,84.47,7
2022,Aug,Theft From Motor Vehicle,102,2,79.77,8
2022,Sep,Theft From Motor Vehicle,130,5,101.67,9
2022,Oct,Theft From Motor Vehicle,71,2,55.53,10
2022,Nov,Theft From Motor Vehicle,74,3,57.87,11
2022,Dec,Theft From Motor Vehicle,80,3,62.57,12
2023,Jan,Theft From Motor Vehicle,61,2,47.07,1
2023,Feb,Theft From Motor Vehicle,46,NA,35.49,2
2023,Mar,Theft From Motor Vehicle,47,2,36.260000000000005,3
2023,Apr,Theft From Motor Vehicle,81,2,62.5,4
2023,May,Theft From Motor Vehicle,66,2,50.93,5
2023,Jun,Theft From Motor Vehicle,76,6,58.64,6
2023,Jul,Theft From Motor Vehicle,67,1,51.7,7
2023,Aug,Theft From Motor Vehicle,91,5,70.21000000000001,8
2023,Sep,Theft From Motor Vehicle,88,3,67.9,9
2023,Oct,Theft From Motor Vehicle,109,NA,84.1,10
2023,Nov,Theft From Motor Vehicle,73,2,56.33,11
2023,Dec,Theft From Motor Vehicle,52,1,40.120000000000005,12
2024,Jan,Theft From Motor Vehicle,28,3,21.6,1
2024,Feb,Theft From Motor Vehicle,91,6,70.21000000000001,2
2024,Mar,Theft From Motor Vehicle,49,3,37.809999999999995,3
2024,Apr,Theft From Motor Vehicle,42,2,32.41,4
2024,May,Theft From Motor Vehicle,58,3,44.75,5
2024,Jun,Theft From Motor Vehicle,71,7,54.78,6
2024,Jul,Theft From Motor Vehicle,59,5,45.52,7
2024,Aug,Theft From Motor Vehicle,75,1,57.87,8
2024,Sep,Theft From Motor Vehicle,82,1,63.27,9
2024,Oct,Theft From Motor Vehicle,55,10,42.44,10
2024,Nov,Theft From Motor Vehicle,67,3,51.7,11
2024,Dec,Theft From Motor Vehicle,73,3,56.33,12
2025,Jan,Theft From Motor Vehicle,36,6,27.78,1
2025,Feb,Theft From Motor Vehicle,40,2,30.86,2
2025,Mar,Theft From Motor Vehicle,56,3,43.21,3
2025,Apr,Theft From Motor Vehicle,58,4,44.75,4
2025,May,Theft From Motor Vehicle,53,1,40.89,5
2025,Jun,Theft From Motor Vehicle,46,1,35.49,6
2025,Jul,Theft From Motor Vehicle,56,5,43.21,7
2025,Aug,Theft From Motor Vehicle,11,2,8.49,8
2025,Sep,Theft From Motor Vehicle,NA,NA,NA,9
2021,Jan,Theft of Motor Vehicle Parts/Accessories,33,1,26.1,1
2021,Feb,Theft of Motor Vehicle Parts/Accessories,20,1,15.82,2
2021,Mar,Theft of Motor Vehicle Parts/Accessories,29,NA,22.94,3
