year,month,offense,crimes,clearances,rate,month_num
2024,Dec,Animal Cruelty,NA,NA,NA,12
2025,Jan,Animal Cruelty,1,1,0.77,1
2025,Feb,Animal Cruelty,NA,NA,NA,2
2025,Mar,Animal Cruelty,2,2,1.54,3
2025,Apr,Animal Cruelty,NA,NA,NA,4
2025,May,Animal Cruelty,NA,NA,NA,5
2025,Jun,Animal Cruelty,1,NA,0.77,6
2025,Jul,Animal Cruelty,NA,NA,NA,7
2025,Aug,Animal Cruelty,NA,NA,NA,8
2025,Sep,Animal Cruelty,NA,NA,NA,9
2021,Jan,Missing,NA,NA,NA,1
2021,Feb,Missing,NA,NA,NA,2
2021,Mar,Missing,NA,NA,NA,3
2021,Apr,Missing,NA,NA,NA,4
2021,May,Missing,NA,NA,NA,5
2021,Jun,Missing,NA,NA,NA,6
2021,Jul,Missing,NA,NA,NA,7
2021,Aug,Missing,NA,NA,NA,8
2021,Sep,Missing,NA,NA,NA,9
2021,Oct,Missing,NA,NA,NA,10
2021,Nov,Missing,NA,NA,NA,11
2021,Dec,Missing,NA,NA,NA,12
2022,Jan,Missing,NA,NA,NA,1
2022,Feb,Missing,NA,NA,NA,2
2022,Mar,Missing,NA,NA,NA,3
2022,Apr,Missing,NA,NA,NA,4
2022,May,Missing,NA,NA,NA,5
2022,Jun,Missing,NA,NA,NA,6
2022,Jul,Missing,NA,NA,NA,7
2022,Aug,Missing,NA,NA,NA,8
2022,Sep,Missing,NA,NA,NA,9
2022,Oct,Missing,NA,NA,NA,10
2022,Nov,Missing,NA,NA,NA,11
2022,Dec,Missing,NA,NA,NA,12
2023,Jan,Missing,NA,NA,NA,1
2023,Feb,Missing,NA,NA,NA,2
2023,Mar,Missing,NA,NA,NA,3
2023,Apr,Missing,NA,NA,NA,4
2023,May,Missing,NA,NA,NA,5
2023,Jun,Missing,NA,NA,NA,6
2023,Jul,Missing,NA,NA,NA,7
2023,Aug,Missing,NA,NA,NA,8
2023,Sep,Missing,NA,NA,NA,9
2023,Oct,Missing,NA,NA,NA,10
2023,Nov,Missing,NA,NA,NA,11
2023,Dec,Missing,NA,NA,NA,12
2024,Jan,Missing,NA,NA,NA,1
2024,Feb,Missing,NA,NA,NA,2
2024,Mar,Missing,NA,NA,NA,3
2024,Apr,Missing,NA,NA,NA,4
2024,May,Missing,NA,NA,NA,5
2024,Jun,Missing,NA,NA,NA,6
2024,Jul,Missing,NA,NA,NA,7
2024,Aug,Missing,NA,NA,NA,8
2024,Sep,Missing,NA,NA,NA,9
2024,Oct,Missing,NA,NA,NA,10
2024,Nov,Missing,NA,NA,NA,11
2024,Dec,Missing,NA,NA,NA,12
2025,Jan,Missing,NA,NA,NA,1
2025,Feb,Missing,NA,NA,NA,2
2025,Mar,Missing,NA,NA,NA,3
2025,Apr,Missing,NA,NA,NA,4
2025,May,Missing,NA,NA,NA,5
2025,Jun,Missing,NA,NA,NA,6
2025,Jul,Missing,NA,NA,NA,7
2025,Aug,Missing,NA,NA,NA,8
2025,Sep,Missing,NA,NA,NA,9
